loan_id,customer_id,branch_id,product,origination_date,term_months,exposure_gbp,interest_rate_pct,credit_score,credit_score_band,debt_to_income_ratio,loan_to_value_pct,sector,region,days_past_due,ifrs9_stage,default_flag,probability_of_default,loss_given_default,expected_credit_loss_gbp,collateral_type
L01146,C02091,BR06,Mortgage,2026-01-02,300,221500,4.31,787,Excellent (740+),5.74,75.0,Employee,Scotland,0,Stage 1 (Performing),N,0.0069,0.18,275,Property
L01147,C00949,BR07,SME Term Loan,2025-12-13,60,92200,10.79,541,Poor (300-579),0.3,,Money Services,Scotland,0,Stage 1 (Performing),N,0.0888,0.45,3684,Unsecured
L01148,C00928,BR01,Personal Loan,2026-07-16,60,9000,9.11,689,Good (670-739),0.43,,Retired,London,0,Stage 1 (Performing),N,0.0074,0.45,30,Unsecured
L01149,C01568,BR01,Personal Loan,2024-11-13,60,10100,8.36,760,Excellent (740+),0.46,,Self-employed,London,0,Stage 1 (Performing),N,0.0023,0.45,10,Unsecured
L01150,C01594,BR04,SME Term Loan,2024-05-13,60,61300,10.2,547,Poor (300-579),0.05,,Retail,Midlands,0,Stage 1 (Performing),N,0.0748,0.45,2063,Unsecured
L01151,C02618,BR02,Commercial Mortgage,2024-12-14,300,448200,7.57,504,Poor (300-579),0.83,53.7,Construction,London,0,Stage 1 (Performing),N,0.1217,0.18,9818,Property
L01152,C01800,BR01,Mortgage,2024-10-27,300,120200,4.75,747,Excellent (740+),2.26,71.2,Employee,London,0,Stage 1 (Performing),N,0.004,0.18,87,Property
L01153,C00021,BR02,Mortgage,2024-08-11,300,472100,4.96,726,Good (670-739),9.0,39.9,Self-employed,London,0,Stage 1 (Performing),N,0.0205,0.18,1742,Property
L01154,C00869,BR04,Credit Card,2025-12-16,12,4100,19.5,663,Fair (580-669),0.41,,Employee,Midlands,0,Stage 1 (Performing),N,0.0113,0.78,36,Unsecured
L01155,C02714,BR08,Personal Loan,2025-12-29,36,18400,8.5,740,Excellent (740+),0.56,,Employee,South West,0,Stage 1 (Performing),N,0.0033,0.45,27,Unsecured
L01156,C00122,BR01,Credit Card,2025-03-28,24,2300,19.51,676,Good (670-739),0.05,,Self-employed,London,0,Stage 1 (Performing),N,0.008,0.78,14,Unsecured
L01157,C00635,BR01,Personal Loan,2026-02-15,24,14000,9.2,673,Good (670-739),0.08,,Employee,London,0,Stage 1 (Performing),N,0.0085,0.45,54,Unsecured
L01158,C00200,BR03,Credit Card,2025-05-10,24,3800,18.77,759,Excellent (740+),0.09,,Self-employed,North West,0,Stage 1 (Performing),N,0.0021,0.78,6,Unsecured
L01159,C02643,BR06,Overdraft,2025-03-30,60,3900,9.72,604,Fair (580-669),0.29,,Employee,Scotland,0,Stage 1 (Performing),N,0.0212,0.78,64,Unsecured
L01160,C00704,BR04,Credit Card,2025-08-05,12,5900,20.76,586,Fair (580-669),0.12,,Employee,Midlands,0,Stage 1 (Performing),N,0.0359,0.78,165,Unsecured
L01161,C01681,BR08,Credit Card,2025-07-31,36,1900,19.57,690,Good (670-739),0.05,,Self-employed,South West,0,Stage 1 (Performing),N,0.0064,0.78,9,Unsecured
L01162,C01673,BR01,Overdraft,2025-05-29,12,4200,9.92,607,Fair (580-669),0.28,,Student,London,0,Stage 1 (Performing),N,0.0201,0.78,66,Unsecured
L01163,C00745,BR03,Credit Card,2025-07-12,12,2000,18.81,763,Excellent (740+),0.05,,Property Investor,North West,0,Stage 1 (Performing),N,0.0019,0.78,3,Unsecured
L01164,C01574,BR02,Credit Card,2025-11-29,12,7300,19.57,648,Fair (580-669),0.21,,Employee,London,0,Stage 1 (Performing),N,0.0135,0.78,77,Unsecured
L01165,C00037,BR07,SME Term Loan,2025-03-07,12,92800,10.22,577,Poor (300-579),0.05,,Retail,Scotland,0,Stage 1 (Performing),N,0.0303,0.45,1265,Unsecured
L01166,C00305,BR05,SME Term Loan,2024-11-10,12,55400,9.39,612,Fair (580-669),0.05,,Real Estate,North East,0,Stage 1 (Performing),N,0.0171,0.45,426,Unsecured
L01167,C01050,BR02,Commercial Mortgage,2025-02-07,300,577500,7.09,482,Poor (300-579),0.46,62.7,Hospitality,London,15,Stage 1 (Performing),N,0.1494,0.18,15530,Property
L01168,C00522,BR05,Mortgage,2026-04-03,300,223900,4.22,798,Excellent (740+),6.78,73.9,Self-employed,North East,0,Stage 1 (Performing),N,0.0063,0.18,254,Property
L01169,C00019,BR06,Mortgage,2024-12-05,300,140700,5.06,698,Good (670-739),6.33,69.3,Student,Scotland,15,Stage 1 (Performing),N,0.0323,0.18,818,Property
L01170,C00665,BR09,Commercial Mortgage,2026-02-12,300,301000,6.04,609,Fair (580-669),0.07,61.4,Precious Metals,Wales,0,Stage 1 (Performing),N,0.0281,0.18,1522,Property
L01171,C01380,BR05,Personal Loan,2026-01-31,24,14900,8.52,738,Good (670-739),0.64,,Employee,North East,0,Stage 1 (Performing),N,0.0035,0.45,23,Unsecured
L01172,C01590,BR06,Mortgage,2024-06-08,300,118600,5.05,715,Good (670-739),3.28,46.9,Employee,Scotland,0,Stage 1 (Performing),N,0.0096,0.18,205,Property
L01173,C01332,BR09,Credit Card,2025-12-21,36,2700,20.33,626,Fair (580-669),0.05,,Employee,Wales,0,Stage 1 (Performing),N,0.0183,0.78,39,Unsecured
L01174,C00047,BR02,Mortgage,2025-05-07,300,507600,4.62,757,Excellent (740+),6.48,87.9,Employee,London,0,Stage 1 (Performing),N,0.0123,0.18,1124,Property
L01175,C01164,BR07,Invoice Finance,2025-11-11,36,42400,9.01,677,Good (670-739),0.05,,Retail,Scotland,0,Stage 1 (Performing),N,0.0059,0.45,113,Receivables
L01176,C01146,BR03,Credit Card,2025-07-11,36,4700,19.81,646,Fair (580-669),0.08,,Student,North West,0,Stage 1 (Performing),N,0.0133,0.78,49,Unsecured
L01177,C02013,BR01,Personal Loan,2026-01-30,12,14700,10.28,555,Poor (300-579),0.15,,Student,London,0,Stage 1 (Performing),N,0.0593,0.45,392,Unsecured
L01178,C02672,BR04,Commercial Mortgage,2024-12-13,300,648200,4.87,732,Good (670-739),2.86,46.9,Retail,Midlands,0,Stage 1 (Performing),N,0.0063,0.18,735,Property
L01179,C02642,BR05,Business Overdraft,2025-11-12,12,37200,9.82,624,Fair (580-669),0.06,,Professional Services,North East,0,Stage 1 (Performing),N,0.019,0.78,551,Unsecured
L01180,C00486,BR08,Credit Card,2025-01-31,60,1300,20.49,611,Fair (580-669),0.05,,Employee,South West,15,Stage 1 (Performing),N,0.0234,0.78,24,Unsecured
L01181,C02342,BR09,Credit Card,2025-05-24,24,3200,20.31,565,Poor (300-579),0.15,,Employee,Wales,0,Stage 1 (Performing),N,0.0507,0.78,127,Unsecured
L01182,C02315,BR01,Mortgage,2026-02-11,300,375700,4.63,767,Excellent (740+),7.79,62.4,Employee,London,0,Stage 1 (Performing),N,0.0105,0.18,710,Property
L01183,C02900,BR06,Mortgage,2025-06-29,300,154000,5.27,693,Good (670-739),3.53,74.4,Employee,Scotland,75,Stage 2 (Significant increase in risk),N,0.0151,0.18,1465,Property
L01184,C02436,BR05,Credit Card,2024-10-28,36,9100,19.28,712,Good (670-739),0.48,,Director,North East,0,Stage 1 (Performing),N,0.0051,0.78,36,Unsecured
L01185,C00523,BR04,Business Overdraft,2024-09-03,12,28000,9.63,638,Fair (580-669),0.14,,Professional Services,Midlands,0,Stage 1 (Performing),N,0.0155,0.78,339,Unsecured
L01186,C02709,BR09,Mortgage,2024-07-07,300,126800,6.13,580,Fair (580-669),3.73,68.1,Employee,Wales,0,Stage 1 (Performing),N,0.0973,0.18,2221,Property
L01187,C01095,BR02,SME Term Loan,2025-07-27,36,122800,9.16,681,Good (670-739),0.39,,Professional Services,London,0,Stage 1 (Performing),N,0.0062,0.45,343,Unsecured
L01188,C02200,BR09,SME Term Loan,2025-01-11,60,229100,10.89,449,Poor (300-579),0.16,,Precious Metals,Wales,100,Stage 3 (Credit-impaired),Y,0.3007,0.45,279006,Unsecured
L01189,C02923,BR03,Mortgage,2025-10-06,300,162600,6.39,590,Fair (580-669),4.79,56.9,Self-employed,North West,15,Stage 1 (Performing),N,0.1168,0.18,3419,Property
L01190,C02032,BR03,Business Overdraft,2025-09-03,12,32200,9.58,636,Fair (580-669),0.05,,Import/Export,North West,0,Stage 1 (Performing),N,0.0155,0.78,389,Unsecured
L01191,C02897,BR01,Mortgage,2025-11-05,300,147700,4.65,754,Excellent (740+),5.3,80.7,Retired,London,0,Stage 1 (Performing),N,0.0102,0.18,271,Property
L01192,C01199,BR07,Commercial Mortgage,2025-03-24,300,322700,4.99,720,Good (670-739),0.22,53.0,Professional Services,Scotland,0,Stage 1 (Performing),N,0.003,0.18,174,Property
L01193,C02132,BR06,Mortgage,2025-10-29,300,232000,5.8,634,Fair (580-669),8.13,40.5,Employee,Scotland,0,Stage 1 (Performing),N,0.0884,0.18,3692,Property
L01194,C02504,BR01,SME Term Loan,2024-05-21,24,120000,9.7,632,Fair (580-669),0.56,,Construction,London,0,Stage 1 (Performing),N,0.0147,0.45,794,Unsecured
L01195,C01198,BR02,Credit Card,2026-04-30,36,4700,19.22,715,Good (670-739),0.2,,Self-employed,London,0,Stage 1 (Performing),N,0.0044,0.78,16,Unsecured
L01196,C01947,BR06,Personal Loan,2024-06-22,60,13200,8.95,686,Good (670-739),0.73,,Employee,Scotland,0,Stage 1 (Performing),N,0.0086,0.45,51,Unsecured
L01197,C02782,BR07,Mortgage,2025-08-18,300,655000,5.33,665,Fair (580-669),3.47,94.1,Employee,Scotland,0,Stage 1 (Performing),N,0.0233,0.18,2747,Property
L01198,C02382,BR01,Mortgage,2024-08-29,300,135000,5.22,676,Good (670-739),2.39,76.6,Senior Public Official,London,15,Stage 1 (Performing),N,0.0134,0.18,326,Property
L01199,C02784,BR03,Mortgage,2025-10-31,300,94900,5.59,665,Fair (580-669),3.88,93.5,Student,North West,0,Stage 1 (Performing),N,0.0268,0.18,458,Property
L01200,C01848,BR05,Business Overdraft,2024-08-15,60,32300,9.65,625,Fair (580-669),0.15,,Professional Services,North East,0,Stage 1 (Performing),N,0.0192,0.78,484,Unsecured
L01201,C00505,BR01,Commercial Mortgage,2025-08-08,300,458100,4.48,786,Excellent (740+),0.16,75.9,Charity,London,0,Stage 1 (Performing),N,0.001,0.18,82,Property
L01202,C02030,BR03,Mortgage,2024-09-29,300,115000,5.45,656,Fair (580-669),1.6,25.0,Retired,North West,0,Stage 1 (Performing),N,0.0142,0.18,294,Property
L01203,C02237,BR03,SME Term Loan,2025-12-05,60,207800,10.63,524,Poor (300-579),0.93,,Money Services,North West,0,Stage 1 (Performing),N,0.1389,0.45,12989,Unsecured
L01204,C01224,BR01,SME Term Loan,2026-04-20,24,69300,9.54,610,Fair (580-669),0.05,,Import/Export,London,0,Stage 1 (Performing),N,0.0275,0.45,858,Unsecured
L01205,C02644,BR01,Business Overdraft,2025-06-23,60,13200,9.46,630,Fair (580-669),0.05,,Real Estate,London,0,Stage 1 (Performing),N,0.0171,0.78,176,Unsecured
L01206,C00543,BR03,Credit Card,2024-02-15,60,4900,18.92,749,Excellent (740+),0.19,,Property Investor,North West,0,Stage 1 (Performing),N,0.0025,0.78,10,Unsecured
L01207,C02732,BR01,Overdraft,2025-10-15,36,3400,9.88,579,Poor (300-579),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0293,0.78,78,Unsecured
L01208,C02867,BR04,Mortgage,2026-01-04,300,641100,5.48,646,Fair (580-669),9.0,75.3,Employee,Midlands,0,Stage 1 (Performing),N,0.0736,0.18,8493,Property
L01209,C00538,BR01,SME Term Loan,2025-08-27,60,47500,10.12,539,Poor (300-579),0.07,,Professional Services,London,0,Stage 1 (Performing),N,0.056,0.45,1197,Unsecured
L01210,C02086,BR01,Mortgage,2026-06-15,300,123800,4.38,780,Excellent (740+),2.94,52.0,Student,London,0,Stage 1 (Performing),N,0.0029,0.18,65,Property
L01211,C02579,BR10,Commercial Mortgage,2025-02-02,300,371800,4.8,740,Excellent (740+),0.59,63.7,Technology,Northern Ireland,0,Stage 1 (Performing),N,0.0025,0.18,167,Property
L01212,C01556,BR07,Personal Loan,2025-03-14,12,9900,8.67,725,Good (670-739),0.27,,Employee,Scotland,0,Stage 1 (Performing),N,0.0039,0.45,17,Unsecured
L01213,C00753,BR08,Commercial Mortgage,2024-11-11,300,407200,6.37,586,Fair (580-669),0.38,68.6,Retail,South West,0,Stage 1 (Performing),N,0.0452,0.18,3313,Property
L01214,C00244,BR09,Personal Loan,2025-02-13,24,8700,8.8,714,Good (670-739),0.05,,Employee,Wales,0,Stage 1 (Performing),N,0.0043,0.45,17,Unsecured
L01215,C02250,BR01,Credit Card,2026-05-07,60,2000,20.33,624,Fair (580-669),0.12,,Self-employed,London,0,Stage 1 (Performing),N,0.0194,0.78,30,Unsecured
L01216,C02540,BR02,Mortgage,2025-09-01,300,180000,4.78,742,Excellent (740+),3.61,80.4,Employee,London,0,Stage 1 (Performing),N,0.0069,0.18,224,Property
L01217,C02161,BR09,Personal Loan,2025-08-23,12,16600,8.98,687,Good (670-739),0.34,,Retired,Wales,0,Stage 1 (Performing),N,0.0074,0.45,55,Unsecured
L01218,C02120,BR02,Mortgage,2025-02-12,300,315600,6.03,628,Fair (580-669),9.0,63.9,Employee,London,0,Stage 1 (Performing),N,0.0968,0.18,5499,Property
L01219,C01960,BR01,Credit Card,2024-04-21,36,3000,18.69,771,Excellent (740+),0.19,,Employee,London,0,Stage 1 (Performing),N,0.0017,0.78,4,Unsecured
L01220,C02884,BR05,Mortgage,2026-02-10,300,281600,4.6,764,Excellent (740+),9.0,73.0,Employee,North East,0,Stage 1 (Performing),N,0.011,0.18,558,Property
L01221,C01669,BR03,Personal Loan,2024-10-31,36,14500,8.52,737,Good (670-739),0.3,,Employee,North West,0,Stage 1 (Performing),N,0.0032,0.45,21,Unsecured
L01222,C00289,BR02,Personal Loan,2024-03-05,60,9600,8.89,695,Good (670-739),0.23,,Self-employed,London,0,Stage 1 (Performing),N,0.0062,0.45,27,Unsecured
L01223,C00894,BR07,Personal Loan,2026-07-29,60,10300,9.17,673,Good (670-739),0.08,,Employee,Scotland,0,Stage 1 (Performing),N,0.0085,0.45,39,Unsecured
L01224,C02916,BR02,Invoice Finance,2025-12-02,36,61500,10.34,567,Poor (300-579),0.52,,Import/Export,London,0,Stage 1 (Performing),N,0.0639,0.45,1768,Receivables
L01225,C02045,BR02,Credit Card,2026-08-26,12,14300,19.19,715,Good (670-739),0.58,,Employee,London,0,Stage 1 (Performing),N,0.0051,0.78,57,Unsecured
L01226,C00003,BR08,Mortgage,2025-01-11,300,237800,5.68,617,Fair (580-669),5.27,44.7,Self-employed,South West,0,Stage 1 (Performing),N,0.0907,0.18,3882,Property
L01227,C02083,BR06,Invoice Finance,2025-08-21,12,40200,9.61,608,Fair (580-669),0.06,,Import/Export,Scotland,0,Stage 1 (Performing),N,0.0184,0.45,333,Receivables
L01228,C00568,BR03,SME Term Loan,2024-11-08,60,88600,9.95,565,Poor (300-579),0.3,,Retail,North West,0,Stage 1 (Performing),N,0.04,0.45,1595,Unsecured
L01229,C01068,BR08,Personal Loan,2025-01-13,12,9300,8.19,778,Excellent (740+),0.2,,Director,South West,0,Stage 1 (Performing),N,0.0016,0.45,7,Unsecured
L01230,C00400,BR01,Credit Card,2024-02-08,12,6700,20.53,604,Fair (580-669),0.14,,Self-employed,London,0,Stage 1 (Performing),N,0.027,0.78,141,Unsecured
L01231,C00181,BR01,Mortgage,2024-06-22,300,82700,6.87,555,Poor (300-579),2.29,58.9,Self-employed,London,0,Stage 1 (Performing),N,0.0899,0.18,1338,Property
L01232,C00147,BR02,Credit Card,2026-02-19,12,2400,19.64,637,Fair (580-669),0.05,,Employee,London,45,Stage 2 (Significant increase in risk),N,0.0153,0.78,100,Unsecured
L01233,C00630,BR01,Personal Loan,2025-11-28,36,17600,8.74,711,Good (670-739),0.53,,Employee,London,0,Stage 1 (Performing),N,0.0053,0.45,42,Unsecured
L01234,C00761,BR08,Business Overdraft,2025-05-10,60,30300,9.31,634,Fair (580-669),0.05,,Technology,South West,0,Stage 1 (Performing),N,0.0161,0.78,381,Unsecured
L01235,C00402,BR10,Commercial Mortgage,2026-03-30,300,427200,5.46,683,Good (670-739),2.14,52.7,Import/Export,Northern Ireland,0,Stage 1 (Performing),N,0.0171,0.18,1315,Property
L01236,C00414,BR02,Overdraft,2024-09-17,60,3500,8.37,751,Excellent (740+),0.05,,Employee,London,0,Stage 1 (Performing),N,0.0017,0.78,5,Unsecured
L01237,C01105,BR01,Mortgage,2026-01-23,300,120800,6.78,530,Poor (300-579),2.47,87.8,Employee,London,0,Stage 1 (Performing),N,0.1376,0.18,2992,Property
L01238,C00860,BR03,Mortgage,2025-06-07,300,260800,4.97,715,Good (670-739),4.63,85.4,Employee,North West,0,Stage 1 (Performing),N,0.0153,0.18,718,Property
L01239,C00607,BR01,Commercial Mortgage,2026-02-26,300,251200,5.28,664,Fair (580-669),0.86,93.0,Real Estate,London,0,Stage 1 (Performing),N,0.0096,0.18,434,Property
L01240,C00173,BR02,Personal Loan,2025-01-24,36,6700,9.66,610,Fair (580-669),0.2,,Employee,London,0,Stage 1 (Performing),N,0.025,0.45,75,Unsecured
L01241,C00668,BR09,Mortgage,2025-07-20,300,277200,5.25,693,Good (670-739),9.0,70.3,Self-employed,Wales,0,Stage 1 (Performing),N,0.035,0.18,1746,Property
L01242,C02054,BR04,Invoice Finance,2026-07-31,36,41900,9.12,645,Fair (580-669),0.05,,Retail,Midlands,0,Stage 1 (Performing),N,0.01,0.45,189,Receivables
L01243,C00228,BR10,Mortgage,2025-11-11,300,187800,5.66,654,Fair (580-669),2.69,76.1,Self-employed,Northern Ireland,0,Stage 1 (Performing),N,0.0213,0.18,720,Property
L01244,C02119,BR02,SME Term Loan,2024-08-08,60,126800,9.17,632,Fair (580-669),0.17,,Import/Export,London,0,Stage 1 (Performing),N,0.0129,0.45,736,Unsecured
L01245,C00476,BR07,Credit Card,2024-07-06,36,2500,19.19,722,Good (670-739),0.08,,Self-employed,Scotland,0,Stage 1 (Performing),N,0.0038,0.78,7,Unsecured
L01246,C01513,BR10,SME Term Loan,2025-03-25,36,125900,9.36,603,Fair (580-669),0.35,,Hospitality,Northern Ireland,0,Stage 1 (Performing),N,0.022,0.45,1246,Unsecured
L01247,C00488,BR03,Mortgage,2025-08-22,300,614100,5.28,694,Good (670-739),9.0,60.9,Self-employed,North West,0,Stage 1 (Performing),N,0.0344,0.18,3803,Property
L01248,C02028,BR02,Credit Card,2025-12-23,24,3700,20.33,614,Fair (580-669),0.24,,Employee,London,0,Stage 1 (Performing),N,0.0238,0.78,69,Unsecured
L01249,C00643,BR01,Commercial Mortgage,2026-05-11,300,653400,5.81,603,Fair (580-669),3.45,56.9,Precious Metals,London,0,Stage 1 (Performing),N,0.0946,0.18,11126,Property
L01250,C00576,BR01,Credit Card,2024-09-16,12,5700,19.63,654,Fair (580-669),0.11,,Retired,London,0,Stage 1 (Performing),N,0.0118,0.78,52,Unsecured
L01251,C02793,BR04,Credit Card,2025-06-12,36,2300,19.14,724,Good (670-739),0.05,,Employee,Midlands,0,Stage 1 (Performing),N,0.0036,0.78,6,Unsecured
L01252,C01970,BR08,Mortgage,2024-08-19,300,118800,5.03,704,Good (670-739),1.49,68.2,Senior Public Official,South West,0,Stage 1 (Performing),N,0.0097,0.18,207,Property
L01253,C02940,BR10,Credit Card,2025-07-21,60,4000,18.34,817,Excellent (740+),0.05,,Self-employed,Northern Ireland,0,Stage 1 (Performing),N,0.0008,0.78,2,Unsecured
L01254,C01005,BR02,Credit Card,2024-06-25,12,1500,19.77,666,Fair (580-669),0.05,,Retired,London,0,Stage 1 (Performing),N,0.0095,0.78,11,Unsecured
L01255,C00204,BR03,Personal Loan,2026-01-27,60,12300,8.62,729,Good (670-739),0.87,,Employee,North West,0,Stage 1 (Performing),N,0.0044,0.45,24,Unsecured
L01256,C00412,BR04,SME Term Loan,2025-05-27,36,107500,9.51,620,Fair (580-669),0.19,,Construction,Midlands,0,Stage 1 (Performing),N,0.0158,0.45,764,Unsecured
L01257,C00259,BR03,Personal Loan,2025-04-17,60,15000,8.56,731,Good (670-739),0.22,,Employee,North West,0,Stage 1 (Performing),N,0.0034,0.45,23,Unsecured
L01258,C02803,BR03,Mortgage,2026-03-09,300,271800,5.48,640,Fair (580-669),4.43,42.9,Employee,North West,0,Stage 1 (Performing),N,0.0482,0.18,2358,Property
L01259,C01626,BR01,Mortgage,2024-12-29,300,406500,5.62,627,Fair (580-669),9.0,52.6,Employee,London,0,Stage 1 (Performing),N,0.0983,0.18,7193,Property
L01260,C00792,BR06,Business Overdraft,2024-11-08,24,21600,9.28,635,Fair (580-669),0.05,,Real Estate,Scotland,0,Stage 1 (Performing),N,0.0158,0.78,266,Unsecured
L01261,C00531,BR08,SME Term Loan,2024-12-25,60,177000,9.66,642,Fair (580-669),0.11,,Technology,South West,0,Stage 1 (Performing),N,0.0107,0.45,852,Unsecured
L01262,C02607,BR07,Business Overdraft,2025-10-08,24,32100,9.63,645,Fair (580-669),0.17,,Money Services,Scotland,0,Stage 1 (Performing),N,0.0217,0.78,543,Unsecured
L01263,C02514,BR08,Commercial Mortgage,2025-12-26,300,538500,5.26,689,Good (670-739),0.59,59.1,Retail,South West,0,Stage 1 (Performing),N,0.0058,0.18,562,Property
L01264,C02430,BR01,Personal Loan,2025-12-21,36,11300,8.7,722,Good (670-739),0.69,,Employee,London,0,Stage 1 (Performing),N,0.0047,0.45,24,Unsecured
L01265,C01801,BR03,Personal Loan,2024-03-23,24,18700,9.8,628,Fair (580-669),0.35,,Employee,North West,0,Stage 1 (Performing),N,0.0196,0.45,165,Unsecured
L01266,C02524,BR01,Commercial Mortgage,2025-08-13,300,300900,5.62,626,Fair (580-669),0.5,46.1,Retail,London,0,Stage 1 (Performing),N,0.0159,0.18,861,Property
L01267,C00966,BR02,SME Term Loan,2024-12-17,24,133500,8.74,707,Good (670-739),0.29,,Technology,London,0,Stage 1 (Performing),N,0.0039,0.45,234,Unsecured
L01268,C02340,BR08,Commercial Mortgage,2025-01-24,300,705200,5.85,644,Fair (580-669),1.14,86.1,Retail,South West,100,Stage 3 (Credit-impaired),Y,0.0148,0.18,16908,Property
L01269,C00834,BR01,Commercial Mortgage,2026-04-04,300,312700,5.56,639,Fair (580-669),2.89,92.5,Professional Services,London,0,Stage 1 (Performing),N,0.0292,0.18,1644,Property
L01270,C02960,BR01,Mortgage,2026-06-27,300,144000,4.1,830,Excellent (740+),1.23,55.0,Employee,London,0,Stage 1 (Performing),N,0.0007,0.18,18,Property
L01271,C01586,BR05,Mortgage,2025-02-20,300,157400,5.07,709,Good (670-739),5.34,47.3,Employee,North East,0,Stage 1 (Performing),N,0.0216,0.18,612,Property
L01272,C00551,BR07,Mortgage,2025-10-07,300,218100,5.28,680,Good (670-739),4.99,46.3,Employee,Scotland,0,Stage 1 (Performing),N,0.0307,0.18,1205,Property
L01273,C02279,BR08,Mortgage,2026-01-14,300,262200,5.23,683,Good (670-739),3.45,53.6,Employee,South West,0,Stage 1 (Performing),N,0.0173,0.18,816,Property
L01274,C01578,BR01,Overdraft,2024-05-11,36,3800,8.58,728,Good (670-739),0.16,,Employee,London,0,Stage 1 (Performing),N,0.0026,0.78,8,Unsecured
L01275,C01337,BR07,Mortgage,2025-05-27,300,527000,5.54,664,Fair (580-669),6.43,61.7,Employee,Scotland,100,Stage 3 (Credit-impaired),Y,0.0555,0.18,47383,Property
L01276,C02693,BR09,Invoice Finance,2024-11-20,36,127000,9.82,605,Fair (580-669),0.19,,Precious Metals,Wales,0,Stage 1 (Performing),N,0.0202,0.45,1154,Receivables
L01277,C02460,BR06,Personal Loan,2025-08-22,24,13700,8.71,716,Good (670-739),0.22,,Employee,Scotland,0,Stage 1 (Performing),N,0.0044,0.45,27,Unsecured
L01278,C00804,BR01,Mortgage,2026-02-02,300,186300,4.44,781,Excellent (740+),1.45,64.3,Self-employed,London,0,Stage 1 (Performing),N,0.0017,0.18,57,Property
L01279,C01727,BR04,Personal Loan,2026-05-12,36,7000,8.52,738,Good (670-739),0.33,,Self-employed,Midlands,0,Stage 1 (Performing),N,0.0032,0.45,10,Unsecured
L01280,C01987,BR06,Personal Loan,2025-04-13,24,17700,9.65,639,Fair (580-669),0.15,,Employee,Scotland,0,Stage 1 (Performing),N,0.0153,0.45,122,Unsecured
