month,branch_id,department,cost_category,budget_gbp,actual_gbp,variance_gbp
2024-06-01,BR06,IT & Technology,Screening & Data Vendors,5830,5430,-400
2024-06-01,BR06,IT & Technology,Premises,11660,12590,930
2024-06-01,BR06,IT & Technology,Outsourcing,6800,6590,-210
2024-06-01,BR06,IT & Technology,Training,1940,1850,-90
2024-06-01,BR06,IT & Technology,Other,2920,2910,-10
2024-06-01,BR06,Compliance,Staff,26730,24910,-1820
2024-06-01,BR06,Compliance,Technology & Systems,7290,6780,-510
2024-06-01,BR06,Compliance,Screening & Data Vendors,2920,3180,260
2024-06-01,BR06,Compliance,Premises,5830,6430,600
2024-06-01,BR06,Compliance,Outsourcing,3400,3600,200
2024-06-01,BR06,Compliance,Training,970,1050,80
2024-06-01,BR06,Compliance,Other,1460,1430,-30
2024-07-01,BR06,Retail Banking Ops,Staff,89100,99250,10150
2024-07-01,BR06,Retail Banking Ops,Technology & Systems,24300,23040,-1260
2024-07-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,9300,-420
2024-07-01,BR06,Retail Banking Ops,Premises,19440,22150,2710
2024-07-01,BR06,Retail Banking Ops,Outsourcing,11340,11800,460
2024-07-01,BR06,Retail Banking Ops,Training,3240,3530,290
2024-07-01,BR06,Retail Banking Ops,Other,4860,5430,570
2024-07-01,BR06,KYC & Onboarding,Staff,40100,43230,3130
2024-07-01,BR06,KYC & Onboarding,Technology & Systems,10940,10760,-180
2024-07-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4810,440
2024-07-01,BR06,KYC & Onboarding,Premises,8750,9610,860
2024-07-01,BR06,KYC & Onboarding,Outsourcing,5100,5560,460
2024-07-01,BR06,KYC & Onboarding,Training,1460,1510,50
2024-07-01,BR06,KYC & Onboarding,Other,2190,2320,130
2024-07-01,BR06,AML & Financial Crime,Staff,44550,44900,350
2024-07-01,BR06,AML & Financial Crime,Technology & Systems,12150,13270,1120
2024-07-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5170,310
2024-07-01,BR06,AML & Financial Crime,Premises,9720,11020,1300
2024-07-01,BR06,AML & Financial Crime,Outsourcing,5670,5490,-180
2024-07-01,BR06,AML & Financial Crime,Training,1620,1630,10
2024-07-01,BR06,AML & Financial Crime,Other,2430,2740,310
2024-07-01,BR06,Payments Ops,Staff,31190,30280,-910
2024-07-01,BR06,Payments Ops,Technology & Systems,8500,8780,280
2024-07-01,BR06,Payments Ops,Screening & Data Vendors,3400,3760,360
2024-07-01,BR06,Payments Ops,Premises,6800,6960,160
2024-07-01,BR06,Payments Ops,Outsourcing,3970,4310,340
2024-07-01,BR06,Payments Ops,Training,1130,1160,30
2024-07-01,BR06,Payments Ops,Other,1700,1820,120
2024-07-01,BR06,IT & Technology,Staff,53460,59630,6170
2024-07-01,BR06,IT & Technology,Technology & Systems,14580,14670,90
2024-07-01,BR06,IT & Technology,Screening & Data Vendors,5830,5840,10
2024-07-01,BR06,IT & Technology,Premises,11660,11670,10
2024-07-01,BR06,IT & Technology,Outsourcing,6800,7090,290
2024-07-01,BR06,IT & Technology,Training,1940,1920,-20
2024-07-01,BR06,IT & Technology,Other,2920,2960,40
2024-07-01,BR06,Compliance,Staff,26730,29660,2930
2024-07-01,BR06,Compliance,Technology & Systems,7290,7770,480
2024-07-01,BR06,Compliance,Screening & Data Vendors,2920,2990,70
2024-07-01,BR06,Compliance,Premises,5830,5940,110
2024-07-01,BR06,Compliance,Outsourcing,3400,3440,40
2024-07-01,BR06,Compliance,Training,970,1000,30
2024-07-01,BR06,Compliance,Other,1460,1340,-120
2024-08-01,BR06,Retail Banking Ops,Staff,89100,92090,2990
2024-08-01,BR06,Retail Banking Ops,Technology & Systems,24300,27280,2980
2024-08-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,10210,490
2024-08-01,BR06,Retail Banking Ops,Premises,19440,21630,2190
2024-08-01,BR06,Retail Banking Ops,Outsourcing,11340,11910,570
2024-08-01,BR06,Retail Banking Ops,Training,3240,3090,-150
2024-08-01,BR06,Retail Banking Ops,Other,4860,5000,140
2024-08-01,BR06,KYC & Onboarding,Staff,40100,44010,3910
2024-08-01,BR06,KYC & Onboarding,Technology & Systems,10940,12040,1100
2024-08-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4400,30
2024-08-01,BR06,KYC & Onboarding,Premises,8750,9450,700
2024-08-01,BR06,KYC & Onboarding,Outsourcing,5100,5600,500
2024-08-01,BR06,KYC & Onboarding,Training,1460,1580,120
2024-08-01,BR06,KYC & Onboarding,Other,2190,2470,280
2024-08-01,BR06,AML & Financial Crime,Staff,44550,46120,1570
2024-08-01,BR06,AML & Financial Crime,Technology & Systems,12150,13030,880
2024-08-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5420,560
2024-08-01,BR06,AML & Financial Crime,Premises,9720,10170,450
2024-08-01,BR06,AML & Financial Crime,Outsourcing,5670,6010,340
2024-08-01,BR06,AML & Financial Crime,Training,1620,1850,230
2024-08-01,BR06,AML & Financial Crime,Other,2430,2600,170
2024-08-01,BR06,Payments Ops,Staff,31190,31180,-10
2024-08-01,BR06,Payments Ops,Technology & Systems,8500,9090,590
2024-08-01,BR06,Payments Ops,Screening & Data Vendors,3400,3740,340
2024-08-01,BR06,Payments Ops,Premises,6800,7300,500
2024-08-01,BR06,Payments Ops,Outsourcing,3970,4090,120
2024-08-01,BR06,Payments Ops,Training,1130,1190,60
2024-08-01,BR06,Payments Ops,Other,1700,1690,-10
2024-08-01,BR06,IT & Technology,Staff,53460,53360,-100
2024-08-01,BR06,IT & Technology,Technology & Systems,14580,14010,-570
2024-08-01,BR06,IT & Technology,Screening & Data Vendors,5830,5980,150
2024-08-01,BR06,IT & Technology,Premises,11660,11580,-80
2024-08-01,BR06,IT & Technology,Outsourcing,6800,6870,70
2024-08-01,BR06,IT & Technology,Training,1940,2000,60
2024-08-01,BR06,IT & Technology,Other,2920,3000,80
2024-08-01,BR06,Compliance,Staff,26730,27980,1250
2024-08-01,BR06,Compliance,Technology & Systems,7290,7140,-150
2024-08-01,BR06,Compliance,Screening & Data Vendors,2920,3030,110
2024-08-01,BR06,Compliance,Premises,5830,6020,190
2024-08-01,BR06,Compliance,Outsourcing,3400,3530,130
2024-08-01,BR06,Compliance,Training,970,920,-50
2024-08-01,BR06,Compliance,Other,1460,1660,200
2024-09-01,BR06,Retail Banking Ops,Staff,89100,88710,-390
2024-09-01,BR06,Retail Banking Ops,Technology & Systems,24300,24530,230
2024-09-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,9180,-540
2024-09-01,BR06,Retail Banking Ops,Premises,19440,20600,1160
2024-09-01,BR06,Retail Banking Ops,Outsourcing,11340,12370,1030
2024-09-01,BR06,Retail Banking Ops,Training,3240,3090,-150
2024-09-01,BR06,Retail Banking Ops,Other,4860,4980,120
2024-09-01,BR06,KYC & Onboarding,Staff,40100,43990,3890
2024-09-01,BR06,KYC & Onboarding,Technology & Systems,10940,12180,1240
2024-09-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,5260,890
2024-09-01,BR06,KYC & Onboarding,Premises,8750,10270,1520
2024-09-01,BR06,KYC & Onboarding,Outsourcing,5100,5480,380
2024-09-01,BR06,KYC & Onboarding,Training,1460,1450,-10
2024-09-01,BR06,KYC & Onboarding,Other,2190,2350,160
2024-09-01,BR06,AML & Financial Crime,Staff,44550,48080,3530
2024-09-01,BR06,AML & Financial Crime,Technology & Systems,12150,12760,610
2024-09-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5100,240
2024-09-01,BR06,AML & Financial Crime,Premises,9720,9890,170
2024-09-01,BR06,AML & Financial Crime,Outsourcing,5670,6180,510
2024-09-01,BR06,AML & Financial Crime,Training,1620,1770,150
2024-09-01,BR06,AML & Financial Crime,Other,2430,2460,30
2024-09-01,BR06,Payments Ops,Staff,31190,32030,840
2024-09-01,BR06,Payments Ops,Technology & Systems,8500,9870,1370
2024-09-01,BR06,Payments Ops,Screening & Data Vendors,3400,3410,10
2024-09-01,BR06,Payments Ops,Premises,6800,7280,480
2024-09-01,BR06,Payments Ops,Outsourcing,3970,4150,180
2024-09-01,BR06,Payments Ops,Training,1130,1220,90
2024-09-01,BR06,Payments Ops,Other,1700,1790,90
2024-09-01,BR06,IT & Technology,Staff,53460,51830,-1630
2024-09-01,BR06,IT & Technology,Technology & Systems,14580,15990,1410
2024-09-01,BR06,IT & Technology,Screening & Data Vendors,5830,6040,210
2024-09-01,BR06,IT & Technology,Premises,11660,10830,-830
2024-09-01,BR06,IT & Technology,Outsourcing,6800,7480,680
2024-09-01,BR06,IT & Technology,Training,1940,2340,400
2024-09-01,BR06,IT & Technology,Other,2920,3230,310
2024-09-01,BR06,Compliance,Staff,26730,26370,-360
2024-09-01,BR06,Compliance,Technology & Systems,7290,7370,80
2024-09-01,BR06,Compliance,Screening & Data Vendors,2920,3210,290
2024-09-01,BR06,Compliance,Premises,5830,5930,100
2024-09-01,BR06,Compliance,Outsourcing,3400,3760,360
2024-09-01,BR06,Compliance,Training,970,990,20
2024-09-01,BR06,Compliance,Other,1460,1600,140
2024-10-01,BR06,Retail Banking Ops,Staff,89100,101030,11930
2024-10-01,BR06,Retail Banking Ops,Technology & Systems,24300,25510,1210
2024-10-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,9700,-20
2024-10-01,BR06,Retail Banking Ops,Premises,19440,19100,-340
2024-10-01,BR06,Retail Banking Ops,Outsourcing,11340,12010,670
2024-10-01,BR06,Retail Banking Ops,Training,3240,3410,170
2024-10-01,BR06,Retail Banking Ops,Other,4860,5380,520
2024-10-01,BR06,KYC & Onboarding,Staff,40100,43850,3750
2024-10-01,BR06,KYC & Onboarding,Technology & Systems,10940,12510,1570
2024-10-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4840,470
2024-10-01,BR06,KYC & Onboarding,Premises,8750,8940,190
2024-10-01,BR06,KYC & Onboarding,Outsourcing,5100,5510,410
2024-10-01,BR06,KYC & Onboarding,Training,1460,1510,50
2024-10-01,BR06,KYC & Onboarding,Other,2190,2380,190
2024-10-01,BR06,AML & Financial Crime,Staff,44550,47640,3090
2024-10-01,BR06,AML & Financial Crime,Technology & Systems,12150,12250,100
2024-10-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5220,360
2024-10-01,BR06,AML & Financial Crime,Premises,9720,10830,1110
2024-10-01,BR06,AML & Financial Crime,Outsourcing,5670,5950,280
2024-10-01,BR06,AML & Financial Crime,Training,1620,1770,150
2024-10-01,BR06,AML & Financial Crime,Other,2430,2730,300
2024-10-01,BR06,Payments Ops,Staff,31190,31210,20
2024-10-01,BR06,Payments Ops,Technology & Systems,8500,9130,630
2024-10-01,BR06,Payments Ops,Screening & Data Vendors,3400,3480,80
2024-10-01,BR06,Payments Ops,Premises,6800,6450,-350
2024-10-01,BR06,Payments Ops,Outsourcing,3970,4030,60
2024-10-01,BR06,Payments Ops,Training,1130,1230,100
2024-10-01,BR06,Payments Ops,Other,1700,1730,30
2024-10-01,BR06,IT & Technology,Staff,53460,58640,5180
2024-10-01,BR06,IT & Technology,Technology & Systems,14580,14720,140
2024-10-01,BR06,IT & Technology,Screening & Data Vendors,5830,5990,160
2024-10-01,BR06,IT & Technology,Premises,11660,11770,110
2024-10-01,BR06,IT & Technology,Outsourcing,6800,6990,190
2024-10-01,BR06,IT & Technology,Training,1940,1990,50
2024-10-01,BR06,IT & Technology,Other,2920,2950,30
2024-10-01,BR06,Compliance,Staff,26730,25570,-1160
2024-10-01,BR06,Compliance,Technology & Systems,7290,7510,220
2024-10-01,BR06,Compliance,Screening & Data Vendors,2920,2830,-90
2024-10-01,BR06,Compliance,Premises,5830,5640,-190
2024-10-01,BR06,Compliance,Outsourcing,3400,3600,200
2024-10-01,BR06,Compliance,Training,970,1040,70
2024-10-01,BR06,Compliance,Other,1460,1510,50
2024-11-01,BR06,Retail Banking Ops,Staff,89100,92180,3080
2024-11-01,BR06,Retail Banking Ops,Technology & Systems,24300,25400,1100
2024-11-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,9770,50
2024-11-01,BR06,Retail Banking Ops,Premises,19440,20880,1440
2024-11-01,BR06,Retail Banking Ops,Outsourcing,11340,11830,490
2024-11-01,BR06,Retail Banking Ops,Training,3240,3540,300
2024-11-01,BR06,Retail Banking Ops,Other,4860,4390,-470
2024-11-01,BR06,KYC & Onboarding,Staff,40100,45270,5170
2024-11-01,BR06,KYC & Onboarding,Technology & Systems,10940,13310,2370
2024-11-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4890,520
2024-11-01,BR06,KYC & Onboarding,Premises,8750,8730,-20
2024-11-01,BR06,KYC & Onboarding,Outsourcing,5100,5280,180
2024-11-01,BR06,KYC & Onboarding,Training,1460,1640,180
2024-11-01,BR06,KYC & Onboarding,Other,2190,2380,190
2024-11-01,BR06,AML & Financial Crime,Staff,44550,45740,1190
2024-11-01,BR06,AML & Financial Crime,Technology & Systems,12150,12310,160
2024-11-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5620,760
2024-11-01,BR06,AML & Financial Crime,Premises,9720,10100,380
2024-11-01,BR06,AML & Financial Crime,Outsourcing,5670,5870,200
2024-11-01,BR06,AML & Financial Crime,Training,1620,1820,200
2024-11-01,BR06,AML & Financial Crime,Other,2430,2670,240
2024-11-01,BR06,Payments Ops,Staff,31190,32970,1780
2024-11-01,BR06,Payments Ops,Technology & Systems,8500,8410,-90
2024-11-01,BR06,Payments Ops,Screening & Data Vendors,3400,3710,310
2024-11-01,BR06,Payments Ops,Premises,6800,7450,650
2024-11-01,BR06,Payments Ops,Outsourcing,3970,4080,110
2024-11-01,BR06,Payments Ops,Training,1130,1150,20
2024-11-01,BR06,Payments Ops,Other,1700,1830,130
2024-11-01,BR06,IT & Technology,Staff,53460,58330,4870
2024-11-01,BR06,IT & Technology,Technology & Systems,14580,15260,680
2024-11-01,BR06,IT & Technology,Screening & Data Vendors,5830,6040,210
2024-11-01,BR06,IT & Technology,Premises,11660,12840,1180
2024-11-01,BR06,IT & Technology,Outsourcing,6800,7780,980
2024-11-01,BR06,IT & Technology,Training,1940,2090,150
2024-11-01,BR06,IT & Technology,Other,2920,3120,200
2024-11-01,BR06,Compliance,Staff,26730,27710,980
2024-11-01,BR06,Compliance,Technology & Systems,7290,7490,200
2024-11-01,BR06,Compliance,Screening & Data Vendors,2920,3200,280
2024-11-01,BR06,Compliance,Premises,5830,6100,270
2024-11-01,BR06,Compliance,Outsourcing,3400,3830,430
2024-11-01,BR06,Compliance,Training,970,1040,70
2024-11-01,BR06,Compliance,Other,1460,1630,170
2024-12-01,BR06,Retail Banking Ops,Staff,89100,84600,-4500
2024-12-01,BR06,Retail Banking Ops,Technology & Systems,24300,25660,1360
2024-12-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,9110,-610
2024-12-01,BR06,Retail Banking Ops,Premises,19440,21840,2400
2024-12-01,BR06,Retail Banking Ops,Outsourcing,11340,12400,1060
2024-12-01,BR06,Retail Banking Ops,Training,3240,3350,110
2024-12-01,BR06,Retail Banking Ops,Other,4860,5380,520
2024-12-01,BR06,KYC & Onboarding,Staff,40100,41830,1730
2024-12-01,BR06,KYC & Onboarding,Technology & Systems,10940,10820,-120
2024-12-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4810,440
2024-12-01,BR06,KYC & Onboarding,Premises,8750,10130,1380
2024-12-01,BR06,KYC & Onboarding,Outsourcing,5100,5510,410
2024-12-01,BR06,KYC & Onboarding,Training,1460,1490,30
2024-12-01,BR06,KYC & Onboarding,Other,2190,2430,240
2024-12-01,BR06,AML & Financial Crime,Staff,44550,51350,6800
2024-12-01,BR06,AML & Financial Crime,Technology & Systems,12150,14240,2090
2024-12-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5490,630
2024-12-01,BR06,AML & Financial Crime,Premises,9720,10250,530
2024-12-01,BR06,AML & Financial Crime,Outsourcing,5670,6110,440
2024-12-01,BR06,AML & Financial Crime,Training,1620,1810,190
2024-12-01,BR06,AML & Financial Crime,Other,2430,2910,480
2024-12-01,BR06,Payments Ops,Staff,31190,31460,270
2024-12-01,BR06,Payments Ops,Technology & Systems,8500,8370,-130
2024-12-01,BR06,Payments Ops,Screening & Data Vendors,3400,3700,300
2024-12-01,BR06,Payments Ops,Premises,6800,6900,100
2024-12-01,BR06,Payments Ops,Outsourcing,3970,4290,320
2024-12-01,BR06,Payments Ops,Training,1130,1260,130
2024-12-01,BR06,Payments Ops,Other,1700,1640,-60
2024-12-01,BR06,IT & Technology,Staff,53460,58120,4660
2024-12-01,BR06,IT & Technology,Technology & Systems,14580,14630,50
2024-12-01,BR06,IT & Technology,Screening & Data Vendors,5830,5750,-80
2024-12-01,BR06,IT & Technology,Premises,11660,12370,710
2024-12-01,BR06,IT & Technology,Outsourcing,6800,7090,290
2024-12-01,BR06,IT & Technology,Training,1940,1870,-70
2024-12-01,BR06,IT & Technology,Other,2920,3120,200
2024-12-01,BR06,Compliance,Staff,26730,28410,1680
2024-12-01,BR06,Compliance,Technology & Systems,7290,7720,430
2024-12-01,BR06,Compliance,Screening & Data Vendors,2920,3050,130
2024-12-01,BR06,Compliance,Premises,5830,6140,310
2024-12-01,BR06,Compliance,Outsourcing,3400,3700,300
2024-12-01,BR06,Compliance,Training,970,1030,60
2024-12-01,BR06,Compliance,Other,1460,1440,-20
2025-01-01,BR06,Retail Banking Ops,Staff,89100,93510,4410
2025-01-01,BR06,Retail Banking Ops,Technology & Systems,24300,26140,1840
2025-01-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,10010,290
2025-01-01,BR06,Retail Banking Ops,Premises,19440,22120,2680
2025-01-01,BR06,Retail Banking Ops,Outsourcing,11340,12210,870
2025-01-01,BR06,Retail Banking Ops,Training,3240,3460,220
2025-01-01,BR06,Retail Banking Ops,Other,4860,5260,400
2025-01-01,BR06,KYC & Onboarding,Staff,40100,45000,4900
2025-01-01,BR06,KYC & Onboarding,Technology & Systems,10940,12760,1820
2025-01-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,5060,690
2025-01-01,BR06,KYC & Onboarding,Premises,8750,9910,1160
2025-01-01,BR06,KYC & Onboarding,Outsourcing,5100,5820,720
2025-01-01,BR06,KYC & Onboarding,Training,1460,1640,180
2025-01-01,BR06,KYC & Onboarding,Other,2190,2570,380
2025-01-01,BR06,AML & Financial Crime,Staff,44550,48260,3710
2025-01-01,BR06,AML & Financial Crime,Technology & Systems,12150,13510,1360
2025-01-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5000,140
2025-01-01,BR06,AML & Financial Crime,Premises,9720,11500,1780
2025-01-01,BR06,AML & Financial Crime,Outsourcing,5670,6750,1080
2025-01-01,BR06,AML & Financial Crime,Training,1620,1770,150
2025-01-01,BR06,AML & Financial Crime,Other,2430,2530,100
2025-01-01,BR06,Payments Ops,Staff,31190,33820,2630
2025-01-01,BR06,Payments Ops,Technology & Systems,8500,9090,590
2025-01-01,BR06,Payments Ops,Screening & Data Vendors,3400,3710,310
2025-01-01,BR06,Payments Ops,Premises,6800,7430,630
2025-01-01,BR06,Payments Ops,Outsourcing,3970,3950,-20
2025-01-01,BR06,Payments Ops,Training,1130,1230,100
2025-01-01,BR06,Payments Ops,Other,1700,1810,110
2025-01-01,BR06,IT & Technology,Staff,53460,59760,6300
2025-01-01,BR06,IT & Technology,Technology & Systems,14580,14620,40
2025-01-01,BR06,IT & Technology,Screening & Data Vendors,5830,6520,690
2025-01-01,BR06,IT & Technology,Premises,11660,12340,680
2025-01-01,BR06,IT & Technology,Outsourcing,6800,7310,510
2025-01-01,BR06,IT & Technology,Training,1940,1860,-80
2025-01-01,BR06,IT & Technology,Other,2920,2990,70
2025-01-01,BR06,Compliance,Staff,26730,29810,3080
2025-01-01,BR06,Compliance,Technology & Systems,7290,7540,250
2025-01-01,BR06,Compliance,Screening & Data Vendors,2920,3220,300
2025-01-01,BR06,Compliance,Premises,5830,5750,-80
2025-01-01,BR06,Compliance,Outsourcing,3400,3660,260
2025-01-01,BR06,Compliance,Training,970,980,10
2025-01-01,BR06,Compliance,Other,1460,1670,210
2025-02-01,BR06,Retail Banking Ops,Staff,89100,102260,13160
2025-02-01,BR06,Retail Banking Ops,Technology & Systems,24300,27010,2710
2025-02-01,BR06,Retail Banking Ops,Screening & Data Vendors,9720,11030,1310
2025-02-01,BR06,Retail Banking Ops,Premises,19440,21160,1720
2025-02-01,BR06,Retail Banking Ops,Outsourcing,11340,13790,2450
2025-02-01,BR06,Retail Banking Ops,Training,3240,3420,180
2025-02-01,BR06,Retail Banking Ops,Other,4860,5230,370
2025-02-01,BR06,KYC & Onboarding,Staff,40100,46170,6070
2025-02-01,BR06,KYC & Onboarding,Technology & Systems,10940,12110,1170
2025-02-01,BR06,KYC & Onboarding,Screening & Data Vendors,4370,4620,250
2025-02-01,BR06,KYC & Onboarding,Premises,8750,9830,1080
2025-02-01,BR06,KYC & Onboarding,Outsourcing,5100,5800,700
2025-02-01,BR06,KYC & Onboarding,Training,1460,1720,260
2025-02-01,BR06,KYC & Onboarding,Other,2190,2500,310
2025-02-01,BR06,AML & Financial Crime,Staff,44550,57420,12870
2025-02-01,BR06,AML & Financial Crime,Technology & Systems,12150,12790,640
2025-02-01,BR06,AML & Financial Crime,Screening & Data Vendors,4860,5570,710
2025-02-01,BR06,AML & Financial Crime,Premises,9720,10930,1210
2025-02-01,BR06,AML & Financial Crime,Outsourcing,5670,6850,1180
2025-02-01,BR06,AML & Financial Crime,Training,1620,1990,370
2025-02-01,BR06,AML & Financial Crime,Other,2430,2700,270
2025-02-01,BR06,Payments Ops,Staff,31190,34520,3330
2025-02-01,BR06,Payments Ops,Technology & Systems,8500,9060,560
2025-02-01,BR06,Payments Ops,Screening & Data Vendors,3400,3650,250
2025-02-01,BR06,Payments Ops,Premises,6800,7260,460
2025-02-01,BR06,Payments Ops,Outsourcing,3970,4270,300
2025-02-01,BR06,Payments Ops,Training,1130,1140,10
2025-02-01,BR06,Payments Ops,Other,1700,1830,130
2025-02-01,BR06,IT & Technology,Staff,53460,55780,2320
