case_id,customer_id,case_type,due_diligence_level,assigned_team,analyst_id,start_date,completion_date,sla_days,days_taken,sla_breached,id_verified,address_verified,source_of_funds_verified,source_of_wealth_verified,senior_mgmt_approval,status,rejection_reason,qa_check_passed,case_handling_hours
KYC01789,C01664,Onboarding,Standard,KYC Onboarding,AN007,2024-08-29,2024-09-04,10,6.0,N,Y,N,Y,N/A,N/A,Approved,,Y,4.5
KYC01790,C01665,Onboarding,Standard,KYC Onboarding,AN009,2025-07-22,2025-07-24,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.5
KYC01791,C01666,Onboarding,Simplified,KYC Onboarding,AN008,2025-08-14,2025-08-15,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
KYC01792,C01667,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2024-06-08,2024-06-21,30,13.0,N,Y,Y,Y,Y,Y,Approved,,Y,6.3
KYC01793,C01667,Periodic Review,Enhanced,Enhanced Due Diligence,AN020,2025-06-27,2025-07-03,30,6.0,N,N,Y,Y,Y,N,Rejected,Adverse media,Y,3.9
KYC01794,C01668,Onboarding,Simplified,KYC Onboarding,AN008,2024-06-10,2024-06-11,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.4
KYC01795,C01669,Onboarding,Simplified,KYC Onboarding,AN009,2024-04-24,2024-04-25,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.8
KYC01796,C01670,Onboarding,Standard,Business Due Diligence,AN022,2025-03-25,2025-04-04,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,8.4
KYC01797,C01671,Onboarding,Standard,KYC Onboarding,AN003,2025-07-06,2025-07-16,10,10.0,N,Y,Y,N,N/A,N/A,Approved,,Y,8.8
KYC01798,C01672,Onboarding,Standard,Business Due Diligence,AN022,2025-06-30,2025-07-14,10,14.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,11.9
KYC01799,C01673,Onboarding,Simplified,KYC Onboarding,AN009,2024-10-07,2024-10-10,5,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC01800,C01673,Trigger Event Review,Standard,KYC Periodic Review,AN014,2025-06-24,2025-06-30,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.1
KYC01801,C01674,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2025-05-27,2025-06-27,30,31.0,Y,Y,Y,Y,Y,Y,Approved,,Y,23.8
KYC01802,C01675,Onboarding,Simplified,KYC Onboarding,AN006,2024-01-19,2024-01-21,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.3
KYC01803,C01676,Onboarding,Standard,KYC Onboarding,AN001,2025-04-25,2025-04-30,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.8
KYC01804,C01677,Onboarding,Standard,Business Due Diligence,AN026,2024-12-12,2024-12-14,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.5
KYC01805,C01678,Onboarding,Simplified,KYC Onboarding,AN001,2025-08-28,2025-08-29,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.6
KYC01806,C01679,Onboarding,Standard,KYC Onboarding,AN007,2025-12-08,2025-12-18,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.9
KYC01807,C01680,Onboarding,Standard,KYC Onboarding,AN007,2025-02-07,2025-02-20,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,9.1
KYC01808,C01681,Onboarding,Standard,KYC Onboarding,AN007,2025-03-27,2025-04-05,10,9.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.3
KYC01809,C01682,Onboarding,Standard,Business Due Diligence,AN025,2025-11-06,2025-11-17,10,11.0,Y,Y,N,Y,N/A,N/A,Approved,,Y,9.7
KYC01810,C01683,Onboarding,Standard,KYC Onboarding,AN009,2024-09-03,2024-09-10,10,7.0,N,Y,Y,Y,N/A,N/A,Rejected,Unacceptable risk appetite,Y,5.5
KYC01811,C01684,Onboarding,Standard,KYC Onboarding,AN006,2024-04-12,2024-04-14,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.1
KYC01812,C01685,Onboarding,Standard,KYC Onboarding,AN002,2025-01-02,2025-01-11,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,7.5
KYC01813,C01686,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2024-09-13,2024-11-03,30,51.0,Y,N,Y,Y,N,Y,Approved,,Y,26.0
KYC01814,C01686,Periodic Review,Enhanced,Enhanced Due Diligence,AN018,2025-10-18,2025-10-28,30,10.0,N,Y,Y,N,Y,Y,Approved,,Y,4.4
KYC01815,C01687,Onboarding,Simplified,KYC Onboarding,AN001,2025-04-07,2025-04-10,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.2
KYC01816,C01688,Onboarding,Standard,KYC Onboarding,AN002,2025-07-25,2025-08-01,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.2
KYC01817,C01689,Onboarding,Standard,Business Due Diligence,AN025,2025-01-01,2025-01-06,10,5.0,N,N,Y,Y,N/A,N/A,Rejected,Unverifiable identity,N,2.2
KYC01818,C01690,Onboarding,Standard,KYC Onboarding,AN004,2024-08-12,2024-08-14,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.1
KYC01819,C01691,Onboarding,Standard,Business Due Diligence,AN022,2025-02-16,2025-03-06,10,18.0,Y,Y,N,Y,N/A,N/A,Approved,,Y,8.9
KYC01820,C01691,Trigger Event Review,Standard,Business Due Diligence,AN022,2025-12-25,2025-12-31,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.5
KYC01821,C01692,Onboarding,Simplified,KYC Onboarding,AN002,2024-11-15,2024-11-17,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,N,1.4
KYC01822,C01693,Onboarding,Standard,KYC Onboarding,AN003,2024-05-13,2024-05-15,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC01823,C01694,Onboarding,Standard,KYC Onboarding,AN003,2025-07-16,2025-08-01,10,16.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,9.1
KYC01824,C01695,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2024-08-26,2024-09-17,30,22.0,N,N,Y,Y,Y,Y,Approved,,Y,13.6
KYC01825,C01695,Periodic Review,Enhanced,Enhanced Due Diligence,AN017,2025-08-25,2025-12-04,30,101.0,Y,Y,Y,Y,Y,Y,Approved,,Y,87.4
KYC01826,C01696,Onboarding,Simplified,KYC Onboarding,AN008,2025-01-28,2025-01-31,5,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC01827,C01697,Onboarding,Standard,KYC Onboarding,AN004,2025-10-24,2025-10-28,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.7
KYC01828,C01698,Onboarding,Simplified,KYC Onboarding,AN004,2024-05-13,2024-05-16,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.3
KYC01829,C01699,Onboarding,Standard,KYC Onboarding,AN009,2024-11-08,2024-11-12,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.7
KYC01830,C01700,Onboarding,Standard,KYC Onboarding,AN003,2024-05-07,2024-05-27,10,20.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,8.8
KYC01831,C01701,Onboarding,Standard,KYC Onboarding,AN006,2024-11-13,2024-11-16,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.5
KYC01832,C01702,Onboarding,Standard,KYC Onboarding,AN001,2024-08-06,2024-08-11,10,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.9
KYC01833,C01703,Onboarding,Simplified,KYC Onboarding,AN008,2025-10-28,2025-10-30,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.7
KYC01834,C01704,Onboarding,Simplified,KYC Onboarding,AN006,2024-08-05,2024-08-11,5,6.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,3.7
KYC01835,C01705,Onboarding,Standard,KYC Onboarding,AN009,2025-03-21,2025-03-28,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.1
KYC01836,C01706,Onboarding,Standard,KYC Onboarding,AN002,2024-04-05,2024-04-06,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.9
KYC01837,C01707,Onboarding,Standard,KYC Onboarding,AN006,2024-11-29,2024-12-04,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC01838,C01708,Onboarding,Standard,KYC Onboarding,AN002,2025-09-02,2025-09-06,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.8
KYC01839,C01709,Onboarding,Standard,KYC Onboarding,AN005,2025-05-02,2025-05-11,10,9.0,N,Y,Y,N,N/A,N/A,Approved,,Y,4.9
KYC01840,C01710,Onboarding,Standard,KYC Onboarding,AN005,2024-07-24,2024-07-25,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.6
KYC01841,C01711,Onboarding,Standard,KYC Onboarding,AN007,2025-12-10,2025-12-13,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.2
KYC01842,C01712,Onboarding,Standard,KYC Onboarding,AN004,2025-08-08,2025-08-09,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.6
KYC01843,C01713,Onboarding,Standard,Business Due Diligence,AN025,2024-10-18,2024-10-25,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,N,5.3
KYC01844,C01714,Onboarding,Simplified,KYC Onboarding,AN008,2025-12-09,2025-12-12,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.2
KYC01845,C01715,Onboarding,Standard,Business Due Diligence,AN026,2024-05-14,2024-05-17,10,3.0,N,N,Y,Y,N/A,N/A,Approved,,Y,2.2
KYC01846,C01716,Onboarding,Simplified,KYC Onboarding,AN010,2024-08-29,2024-09-01,5,3.0,N,N,Y,N,N/A,N/A,Approved,,Y,2.6
KYC01847,C01717,Onboarding,Standard,Business Due Diligence,AN025,2025-11-10,2025-11-17,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC01848,C01718,Onboarding,Standard,KYC Onboarding,AN001,2025-12-09,2025-12-11,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.6
KYC01849,C01719,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2025-08-22,2025-09-17,30,26.0,N,Y,Y,Y,Y,Y,Approved,,Y,17.1
KYC01850,C01720,Onboarding,Simplified,KYC Onboarding,AN002,2024-05-18,2024-05-19,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.5
KYC01851,C01721,Onboarding,Standard,Business Due Diligence,AN025,2024-06-07,2024-06-11,10,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.3
KYC01852,C01722,Onboarding,Standard,KYC Onboarding,AN008,2025-04-16,2025-04-22,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.7
KYC01853,C01723,Onboarding,Standard,KYC Onboarding,AN008,2024-02-07,2024-02-08,10,1.0,N,Y,N,Y,N/A,N/A,Approved,,N,0.6
KYC01854,C01724,Onboarding,Standard,KYC Onboarding,AN009,2025-12-23,2025-12-26,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.6
KYC01856,C01725,Onboarding,Standard,Business Due Diligence,AN024,2025-11-19,2025-11-28,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.8
KYC01857,C01726,Onboarding,Simplified,KYC Onboarding,AN009,2025-08-10,2025-08-12,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.1
KYC01858,C01727,Onboarding,Standard,KYC Onboarding,AN008,2025-12-07,2025-12-21,10,14.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,7.3
KYC01859,C01728,Onboarding,Standard,KYC Onboarding,AN008,2024-06-12,2024-06-16,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.5
KYC01860,C01729,Onboarding,Standard,Business Due Diligence,AN022,2025-10-05,2025-10-16,10,11.0,Y,Y,Y,Y,N/A,N/A,Approved,,N,4.8
KYC01861,C01730,Onboarding,Simplified,KYC Onboarding,AN007,2024-07-05,2024-07-10,5,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.4
KYC01862,C01731,Onboarding,Simplified,KYC Onboarding,AN004,2024-03-29,2024-03-30,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,N,0.8
KYC01863,C01732,Onboarding,Standard,Business Due Diligence,AN025,2024-07-07,2024-07-09,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.2
KYC01864,C01733,Onboarding,Simplified,KYC Onboarding,AN007,2025-07-19,2025-07-21,5,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.1
KYC01865,C01734,Onboarding,Standard,KYC Onboarding,AN010,2025-11-19,2025-11-25,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.1
KYC01866,C01735,Onboarding,Simplified,KYC Onboarding,AN005,2025-03-23,2025-03-24,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.9
KYC01867,C01736,Onboarding,Standard,KYC Onboarding,AN010,2024-06-25,2024-06-30,10,5.0,N,Y,Y,N,N/A,N/A,Rejected,Source of funds unclear,Y,4.2
KYC01868,C01737,Onboarding,Standard,KYC Onboarding,AN009,2025-03-12,2025-03-18,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,N,4.5
KYC01869,C01738,Onboarding,Standard,KYC Onboarding,AN008,2025-01-05,2025-01-10,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC01870,C01739,Onboarding,Standard,Business Due Diligence,AN026,2025-01-09,2025-01-10,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.8
KYC01871,C01740,Onboarding,Standard,Business Due Diligence,AN023,2024-09-08,2024-09-11,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.5
KYC01872,C01741,Onboarding,Simplified,KYC Onboarding,AN005,2024-04-11,2024-04-13,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.3
KYC01873,C01742,Onboarding,Simplified,KYC Onboarding,AN006,2024-09-21,2024-09-22,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.6
KYC01874,C01743,Onboarding,Simplified,KYC Onboarding,AN003,2025-10-09,2025-10-13,5,4.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.1
KYC01875,C01744,Onboarding,Standard,Business Due Diligence,AN025,2024-10-22,2024-11-01,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.0
KYC01876,C01745,Onboarding,Simplified,KYC Onboarding,AN004,2024-01-13,2024-01-16,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,N,2.0
KYC01877,C01746,Onboarding,Simplified,KYC Onboarding,AN008,2024-09-06,2024-09-10,5,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.0
KYC01878,C01747,Onboarding,Standard,KYC Onboarding,AN002,2024-12-02,2024-12-04,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.1
KYC01879,C01748,Onboarding,Standard,KYC Onboarding,AN004,2025-03-14,2025-03-15,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.4
KYC01880,C01749,Onboarding,Standard,KYC Onboarding,AN004,2025-04-14,2025-04-19,10,5.0,N,Y,Y,Y,N/A,N/A,Escalated to Compliance,,Y,3.0
KYC01881,C01750,Onboarding,Enhanced,Enhanced Due Diligence,AN020,2024-11-04,2024-11-28,30,24.0,N,Y,Y,Y,Y,Y,Approved,,Y,10.9
KYC01882,C01750,Periodic Review,Enhanced,Enhanced Due Diligence,AN018,2025-11-09,2025-12-17,30,38.0,Y,Y,Y,Y,Y,Y,Approved,,Y,30.3
KYC01883,C01751,Onboarding,Standard,KYC Onboarding,AN004,2024-04-10,2024-04-30,10,20.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,12.2
KYC01884,C01752,Onboarding,Standard,Business Due Diligence,AN023,2024-11-15,2024-11-25,10,10.0,N,N,Y,Y,N/A,N/A,Approved,,Y,8.6
KYC01885,C01753,Onboarding,Standard,KYC Onboarding,AN010,2024-01-03,2024-01-08,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.1
KYC01886,C01754,Onboarding,Standard,Business Due Diligence,AN024,2025-01-04,2025-01-14,10,10.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.3
KYC01887,C01755,Onboarding,Standard,Business Due Diligence,AN022,2024-11-20,2024-12-03,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,6.2
KYC01888,C01756,Onboarding,Standard,Business Due Diligence,AN023,2024-09-16,2024-09-23,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,N,4.9
KYC01889,C01757,Onboarding,Standard,KYC Onboarding,AN004,2025-04-28,2025-05-05,10,7.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.3
KYC01890,C01758,Onboarding,Simplified,KYC Onboarding,AN006,2025-07-05,2025-07-06,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.7
KYC01891,C01759,Onboarding,Standard,KYC Onboarding,AN009,2024-07-10,2024-07-14,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.3
KYC01892,C01760,Onboarding,Standard,KYC Onboarding,AN005,2025-01-03,2025-01-05,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.0
KYC01893,C01761,Onboarding,Simplified,KYC Onboarding,AN002,2025-01-06,2025-01-08,5,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.5
KYC01894,C01762,Onboarding,Standard,Business Due Diligence,AN023,2025-01-06,2025-01-27,10,21.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,10.9
KYC01895,C01763,Onboarding,Standard,Business Due Diligence,AN025,2024-10-18,2024-10-25,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,N,2.9
KYC01896,C01764,Onboarding,Standard,KYC Onboarding,AN010,2024-06-01,2024-06-06,10,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,3.2
KYC01897,C01765,Onboarding,Standard,KYC Onboarding,AN006,2024-05-02,2024-05-11,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,N,4.3
KYC01898,C01766,Onboarding,Standard,Business Due Diligence,AN023,2024-01-21,2024-01-25,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.2
KYC01899,C01767,Onboarding,Standard,Business Due Diligence,AN025,2024-02-04,2024-02-17,10,13.0,Y,Y,Y,Y,N/A,N/A,Approved,,Y,8.1
KYC01900,C01768,Onboarding,Simplified,KYC Onboarding,AN005,2025-08-13,2025-08-22,5,9.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,6.2
KYC01901,C01769,Onboarding,Standard,KYC Onboarding,AN009,2024-02-20,2024-02-26,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,N,2.6
KYC01902,C01770,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2025-09-14,2025-10-16,30,32.0,Y,Y,Y,N,Y,Y,Approved,,Y,16.0
KYC01903,C01771,Onboarding,Standard,KYC Onboarding,AN005,2025-10-13,2025-10-18,10,5.0,N,Y,Y,N,N/A,N/A,Approved,,Y,4.0
KYC01904,C01772,Onboarding,Standard,KYC Onboarding,AN009,2024-06-24,2024-06-29,10,5.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.7
KYC01905,C01773,Onboarding,Standard,Business Due Diligence,AN024,2024-11-18,2024-11-26,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.9
KYC01906,C01774,Onboarding,Enhanced,Enhanced Due Diligence,AN021,2024-09-19,2024-11-27,30,69.0,Y,Y,Y,Y,Y,Y,Approved,,N,33.4
KYC01907,C01774,Periodic Review,Enhanced,Enhanced Due Diligence,AN018,2025-10-21,2025-11-04,30,14.0,N,Y,Y,N,Y,N,Rejected,Sanctions match,Y,11.4
KYC01908,C01775,Onboarding,Standard,Business Due Diligence,AN023,2024-10-12,2024-10-19,10,7.0,N,Y,Y,N,N/A,N/A,Approved,,Y,5.1
KYC01909,C01776,Onboarding,Standard,Business Due Diligence,AN022,2024-09-17,2024-09-21,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.3
KYC01910,C01777,Onboarding,Standard,KYC Onboarding,AN006,2024-09-06,2024-09-07,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.5
KYC01911,C01778,Onboarding,Standard,KYC Onboarding,AN008,2025-05-15,2025-05-22,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.6
KYC01912,C01779,Onboarding,Standard,KYC Onboarding,AN004,2024-10-28,2024-10-30,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.9
KYC01913,C01780,Onboarding,Simplified,KYC Onboarding,AN005,2024-05-13,2024-05-15,5,2.0,N,Y,N,Y,N/A,N/A,Approved,,N,1.4
KYC01914,C01781,Onboarding,Simplified,KYC Onboarding,AN004,2024-10-02,2024-10-04,5,2.0,N,Y,N,N,N/A,N/A,Approved,,Y,0.9
KYC01915,C01782,Onboarding,Standard,KYC Onboarding,AN001,2025-12-14,2025-12-18,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.2
KYC01916,C01783,Onboarding,Standard,KYC Onboarding,AN008,2025-12-19,2025-12-29,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,N,8.2
KYC01917,C01784,Onboarding,Standard,Business Due Diligence,AN022,2024-02-12,2024-02-18,10,6.0,N,Y,N,Y,N/A,N/A,Approved,,Y,5.0
KYC01918,C01784,Trigger Event Review,Standard,Business Due Diligence,AN025,2024-07-17,2024-07-21,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,3.2
KYC01919,C01785,Onboarding,Standard,KYC Onboarding,AN005,2025-02-23,2025-02-25,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.1
KYC01920,C01786,Onboarding,Standard,KYC Onboarding,AN010,2025-12-12,2025-12-15,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.2
KYC01921,C01787,Onboarding,Standard,KYC Onboarding,AN010,2024-05-17,2024-05-18,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.5
KYC01922,C01788,Onboarding,Simplified,KYC Onboarding,AN002,2024-02-18,2024-02-19,5,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.7
KYC01923,C01789,Onboarding,Standard,Business Due Diligence,AN025,2024-06-03,2024-06-09,10,6.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.5
KYC01924,C01790,Onboarding,Standard,KYC Onboarding,AN005,2024-08-20,2024-08-30,10,10.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,8.2
KYC01925,C01791,Onboarding,Standard,KYC Onboarding,AN009,2025-11-10,2025-11-11,10,1.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,0.6
KYC01926,C01792,Onboarding,Standard,Business Due Diligence,AN023,2024-07-02,2024-07-04,10,2.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,1.1
KYC01927,C01793,Onboarding,Standard,KYC Onboarding,AN006,2024-08-28,2024-09-04,10,7.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.8
KYC01928,C01794,Onboarding,Standard,KYC Onboarding,AN001,2024-07-04,2024-07-06,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.8
KYC01929,C01795,Onboarding,Simplified,KYC Onboarding,AN009,2024-10-11,2024-10-14,5,3.0,N,N,Y,Y,N/A,N/A,Approved,,Y,2.1
KYC01930,C01796,Onboarding,Standard,KYC Onboarding,AN002,2025-12-24,,10,,,Y,Y,N,N/A,N/A,Pending,,,0.0
KYC01931,C01797,Onboarding,Standard,KYC Onboarding,AN009,2024-02-29,2024-03-09,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,N,6.3
KYC01932,C01798,Onboarding,Standard,KYC Onboarding,AN005,2024-11-27,2024-12-07,10,10.0,N,Y,Y,N,N/A,N/A,Approved,,Y,6.7
KYC01933,C01799,Onboarding,Standard,KYC Onboarding,AN001,2025-03-24,2025-03-27,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.5
KYC01934,C01800,Onboarding,Standard,KYC Onboarding,AN003,2024-03-27,2024-03-30,10,3.0,N,Y,Y,Y,N/A,N/A,Rejected,Customer withdrew,Y,2.6
KYC01935,C01801,Onboarding,Standard,KYC Onboarding,AN002,2024-01-30,2024-02-02,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.6
KYC01936,C01802,Onboarding,Standard,KYC Onboarding,AN006,2025-12-17,2025-12-19,10,2.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.0
KYC01937,C01803,Onboarding,Enhanced,Enhanced Due Diligence,AN018,2024-07-11,2024-07-25,30,14.0,N,Y,Y,Y,Y,N,Rejected,Adverse media,N,7.4
KYC01938,C01803,Periodic Review,Enhanced,Enhanced Due Diligence,AN020,2025-07-04,2025-07-27,30,23.0,N,Y,Y,Y,Y,Y,Approved,,Y,16.6
KYC01939,C01804,Onboarding,Standard,KYC Onboarding,AN002,2024-06-23,2024-06-26,10,3.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.5
KYC01940,C01805,Onboarding,Standard,KYC Onboarding,AN004,2024-09-08,2024-09-16,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,N,6.8
KYC01941,C01806,Onboarding,Standard,KYC Onboarding,AN010,2024-02-19,2024-03-03,10,13.0,Y,Y,Y,N,N/A,N/A,Approved,,Y,8.6
KYC01942,C01807,Onboarding,Standard,KYC Onboarding,AN005,2024-04-13,2024-04-19,10,6.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.6
KYC01943,C01808,Onboarding,Enhanced,Enhanced Due Diligence,AN017,2024-01-15,2024-03-07,30,52.0,Y,Y,Y,Y,Y,Y,Approved,,Y,27.6
KYC01944,C01808,Periodic Review,Enhanced,Enhanced Due Diligence,AN021,2025-02-17,2025-02-20,30,3.0,N,Y,Y,Y,Y,Y,Approved,,Y,2.0
KYC01945,C01809,Onboarding,Standard,Business Due Diligence,AN025,2025-01-21,2025-01-23,10,2.0,N,N,Y,Y,N/A,N/A,Approved,,Y,1.5
KYC01946,C01810,Onboarding,Standard,Business Due Diligence,AN022,2024-11-30,2024-12-09,10,9.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,5.6
KYC01947,C01811,Onboarding,Standard,KYC Onboarding,AN003,2024-07-16,2024-07-24,10,8.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,4.2
KYC01948,C01812,Onboarding,Simplified,KYC Onboarding,AN001,2025-10-31,2025-11-01,5,1.0,N,Y,Y,N,N/A,N/A,Approved,,Y,0.5
KYC01949,C01813,Onboarding,Standard,Business Due Diligence,AN026,2024-08-07,2024-08-10,10,3.0,N,Y,Y,N,N/A,N/A,Escalated to Compliance,,Y,2.4
KYC01950,C01814,Onboarding,Standard,KYC Onboarding,AN008,2024-01-09,2024-01-13,10,4.0,N,Y,Y,Y,N/A,N/A,Approved,,Y,2.9
KYC01951,C01814,Trigger Event Review,Simplified,KYC Periodic Review,AN011,2024-07-18,2024-07-21,5,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,1.4
KYC01952,C01815,Onboarding,Standard,KYC Onboarding,AN004,2024-03-11,2024-03-14,10,3.0,N,Y,Y,N,N/A,N/A,Approved,,Y,2.2
KYC01953,C01816,Onboarding,Simplified,KYC Onboarding,AN007,2025-06-11,2025-06-18,5,7.0,Y,N,Y,N,N/A,N/A,Approved,,Y,5.1
